Flight_ID,Flight_Status,Aircraft_ID,Destination_Airport,Departure_Airport,Departure_Time,Arrival_Time
NC531,En Route,N5481,SYD,MLI,2024-04-10 04:31:30,2024-04-10 12:31:30
YS290,Cancelled,N8193,SYD,HRB,2024-04-05 21:57:52,2024-04-06 02:57:52
TJ548,Delayed,N3272,XMN,SYD,2024-04-08 10:28:52,2024-04-08 21:28:52
PM065,En Route,N0747,SYD,JNB,2024-04-10 09:54:28,2024-04-10 11:54:28
FY368,En Route,N0968,SYD,UBN,2024-04-10 03:54:35,2024-04-10 12:54:35
KP343,En Route,N0848,SYD,FWA,2024-04-07 08:21:45,2024-04-07 18:21:45
AG358,Boarding,N7583,HOU,SYD,2024-04-07 19:01:13,2024-04-07 22:01:13
BK262,En Route,N7886,SYD,NGO,2024-04-09 13:08:20,2024-04-09 16:08:20
NN815,En Route,N6237,SYD,EIN,2024-04-05 17:33:06,2024-04-06 04:33:06
WR649,Landed,N8668,LFT,SYD,2024-04-06 19:46:24,2024-04-06 22:46:24
YV073,Landed,N6188,ATH,SYD,2024-04-06 00:02:13,2024-04-06 02:02:13
ZS023,En Route,N7573,SYD,AMS,2024-04-07 01:39:30,2024-04-07 13:39:30
AA329,En Route,N9023,SYD,PWM,2024-04-06 14:50:15,2024-04-06 15:50:15
OJ505,En Route,N0030,SYD,SLC,2024-04-08 00:44:32,2024-04-08 01:44:32
VY875,En Route,N5263,SYD,CKG,2024-04-05 13:54:33,2024-04-06 00:54:33
RI954,En Route,N9993,SYD,FKB,2024-04-08 14:13:29,2024-04-08 18:13:29
DW963,Cancelled,N4072,DEN,SYD,2024-04-07 15:19:40,2024-04-07 23:19:40
BI115,En Route,N2336,SYD,ORD,2024-04-08 23:19:58,2024-04-09 00:19:58
LQ878,En Route,N4505,SYD,TNA,2024-04-05 13:15:20,2024-04-05 18:15:20
BG897,En Route,N2082,SYD,EWR,2024-04-11 13:39:26,2024-04-11 18:39:26
OD273,En Route,N7642,SYD,RND,2024-04-08 13:16:03,2024-04-08 19:16:03
OM738,Boarding,N6307,MSQ,SYD,2024-04-08 09:33:00,2024-04-08 12:33:00
CE073,Landed,N5347,CDG,SYD,2024-04-09 18:42:29,2024-04-10 03:42:29
VZ613,Delayed,N0503,NNG,SYD,2024-04-10 12:23:42,2024-04-10 18:23:42
BS973,En Route,N6910,SYD,TLS,2024-04-11 11:56:44,2024-04-11 19:56:44
TG839,Landed,N0908,TIK,SYD,2024-04-10 06:39:34,2024-04-10 12:39:34
AN278,En Route,N3726,SYD,SVO,2024-04-06 11:42:11,2024-04-06 21:42:11
ZX247,En Route,N6250,SYD,LTX,2024-04-06 00:31:35,2024-04-06 03:31:35
ZC775,Delayed,N5731,SYD,ISB,2024-04-09 04:54:08,2024-04-09 08:54:08
RB922,Cancelled,N5790,YYC,SYD,2024-04-07 02:53:04,2024-04-07 04:53:04
HK321,Boarding,N4377,PVG,SYD,2024-04-09 23:10:17,2024-04-10 07:10:17
MK230,En Route,N7039,SYD,TUN,2024-04-06 11:22:40,2024-04-06 19:22:40
UF358,Delayed,N7055,SJJ,SYD,2024-04-07 11:58:16,2024-04-07 15:58:16
ID780,En Route,N0735,SYD,DAL,2024-04-08 18:34:33,2024-04-09 00:34:33
OD705,Landed,N2496,DFW,SYD,2024-04-06 10:30:34,2024-04-06 18:30:34
RS460,Landed,N7360,NGO,SYD,2024-04-11 00:06:27,2024-04-11 11:06:27
DP100,Landed,N6798,HAK,SYD,2024-04-10 10:00:21,2024-04-10 19:00:21
IF135,Boarding,N0571,DUB,SYD,2024-04-05 01:03:21,2024-04-05 05:03:21
WB709,Landed,N0158,EDW,SYD,2024-04-10 04:29:14,2024-04-10 06:29:14
JM719,Boarding,N5764,ROB,SYD,2024-04-07 09:16:38,2024-04-07 20:16:38
BQ076,En Route,N8560,SYD,DOH,2024-04-08 16:00:53,2024-04-09 04:00:53
DZ318,Landed,N1656,ALC,SYD,2024-04-09 04:29:28,2024-04-09 09:29:28
NR921,Landed,N4078,AFW,SYD,2024-04-05 03:32:10,2024-04-05 06:32:10
VO891,Landed,N6443,DXB,SYD,2024-04-06 10:13:41,2024-04-06 12:13:41
QX228,En Route,N9546,SYD,ZRH,2024-04-11 03:36:50,2024-04-11 10:36:50
RL752,Landed,N2356,ISE,SYD,2024-04-11 13:29:14,2024-04-11 23:29:14
WO886,En Route,N4472,SYD,DPS,2024-04-08 14:27:12,2024-04-08 19:27:12
YU786,Landed,N4787,DWC,SYD,2024-04-06 23:25:59,2024-04-07 09:25:59
UC167,En Route,N4732,SYD,IST,2024-04-11 11:16:44,2024-04-11 15:16:44
TX551,En Route,N2658,SYD,PRG,2024-04-10 11:37:24,2024-04-10 13:37:24
YL696,Cancelled,N3590,DAL,SYD,2024-04-08 16:40:11,2024-04-08 22:40:11
HJ748,Cancelled,N0645,JUB,SYD,2024-04-07 21:02:21,2024-04-08 09:02:21
MG934,Delayed,N4997,SFB,SYD,2024-04-04 22:05:44,2024-04-05 02:05:44
HH641,En Route,N0061,SYD,MHZ,2024-04-08 03:09:21,2024-04-08 06:09:21
YK864,En Route,N0948,SYD,VNO,2024-04-11 11:32:30,2024-04-11 23:32:30
HL873,Boarding,N6135,ADL,SYD,2024-04-06 20:53:07,2024-04-07 03:53:07
ZM886,En Route,N6479,SYD,MAA,2024-04-09 11:24:39,2024-04-09 16:24:39
YZ410,Boarding,N6535,PIA,SYD,2024-04-05 16:02:00,2024-04-05 23:02:00
KJ739,Landed,N4815,DFW,SYD,2024-04-09 13:23:55,2024-04-09 19:23:55
TZ866,Delayed,N2069,SYD,ZRH,2024-04-11 03:48:00,2024-04-11 06:48:00
TS018,Landed,N7373,ODS,SYD,2024-04-10 14:19:09,2024-04-10 15:19:09
IA289,En Route,N9564,SYD,MGM,2024-04-05 08:49:38,2024-04-05 12:49:38
VV603,Cancelled,N1606,HGA,SYD,2024-04-06 11:04:42,2024-04-06 14:04:42
SP349,En Route,N5753,SYD,ITM,2024-04-07 04:59:46,2024-04-07 14:59:46
BR595,Cancelled,N9616,SYD,HKG,2024-04-05 14:06:32,2024-04-05 23:06:32
TK017,Landed,N1171,VIE,SYD,2024-04-08 03:17:14,2024-04-08 12:17:14
MX213,Delayed,N6439,MAO,SYD,2024-04-04 21:42:51,2024-04-05 02:42:51
AI537,Cancelled,N8723,SYD,MSP,2024-04-09 19:17:44,2024-04-10 07:17:44
KX112,Boarding,N3331,HRG,SYD,2024-04-06 10:58:19,2024-04-06 12:58:19
AG292,En Route,N3702,SYD,SDQ,2024-04-10 15:33:20,2024-04-10 18:33:20
SC204,En Route,N5095,SYD,SKP,2024-04-09 09:47:36,2024-04-09 10:47:36
GU020,Landed,N0542,CGN,SYD,2024-04-04 20:33:58,2024-04-05 05:33:58
LO034,En Route,N7085,SYD,GEG,2024-04-05 03:42:33,2024-04-05 08:42:33
ZX347,Delayed,N0135,PNH,SYD,2024-04-10 03:16:47,2024-04-10 05:16:47
UD789,En Route,N0002,SYD,DQM,2024-04-09 17:19:40,2024-04-09 19:19:40
YB241,En Route,N7555,SYD,VNO,2024-04-07 19:04:06,2024-04-08 03:04:06
SJ060,Landed,N5675,TGD,SYD,2024-04-11 00:31:55,2024-04-11 03:31:55
GR088,Delayed,N5919,SYD,BGO,2024-04-05 15:40:08,2024-04-06 01:40:08
HO796,Boarding,N0760,GLA,SYD,2024-04-05 01:47:07,2024-04-05 07:47:07
QW744,En Route,N2325,SYD,BTS,2024-04-06 15:14:34,2024-04-07 00:14:34
PV437,Delayed,N3814,SYR,SYD,2024-04-10 11:16:37,2024-04-10 12:16:37
HQ350,Landed,N6826,TLS,SYD,2024-04-09 03:42:26,2024-04-09 09:42:26
ZQ445,En Route,N9829,SYD,MED,2024-04-06 14:45:10,2024-04-07 00:45:10
QH252,Landed,N1424,PSA,SYD,2024-04-10 06:57:19,2024-04-10 18:57:19
DW691,Boarding,N6444,GSP,SYD,2024-04-09 10:13:56,2024-04-09 16:13:56
BR347,Boarding,N8545,FFD,SYD,2024-04-05 07:43:15,2024-04-05 10:43:15
GP275,En Route,N4451,SYD,PMI,2024-04-07 11:39:13,2024-04-07 16:39:13
SZ038,En Route,N9592,SYD,XIY,2024-04-08 13:20:42,2024-04-08 18:20:42
SD417,En Route,N7719,SYD,CRK,2024-04-11 13:24:57,2024-04-11 21:24:57
VM419,Landed,N9054,MRU,SYD,2024-04-04 22:48:16,2024-04-05 09:48:16
KH143,En Route,N1878,SYD,BGR,2024-04-10 03:03:18,2024-04-10 04:03:18
ZE622,Landed,N9885,VBG,SYD,2024-04-09 03:27:28,2024-04-09 15:27:28
BZ482,Landed,N2666,SDQ,SYD,2024-04-04 22:38:32,2024-04-05 04:38:32
LS786,En Route,N2917,SYD,LIS,2024-04-06 22:12:30,2024-04-07 00:12:30
VN950,En Route,N2162,SYD,CAE,2024-04-07 00:06:22,2024-04-07 09:06:22
WO482,Cancelled,N6221,BRU,SYD,2024-04-10 02:54:36,2024-04-10 04:54:36
DS868,En Route,N6412,SYD,LTX,2024-04-11 00:24:06,2024-04-11 01:24:06
FD070,En Route,N1790,SYD,ORY,2024-04-06 05:11:31,2024-04-06 14:11:31
RD630,En Route,N4087,SYD,HND,2024-04-09 22:07:12,2024-04-10 04:07:12
SI358,Boarding,N1143,ACA,SYD,2024-04-10 21:22:08,2024-04-11 06:22:08
HB876,En Route,N3996,SYD,FFO,2024-04-07 13:59:09,2024-04-07 20:59:09
NC162,En Route,N6264,SYD,DMM,2024-04-11 06:17:09,2024-04-11 18:17:09
SX702,En Route,N7816,SYD,MSP,2024-04-06 00:39:32,2024-04-06 01:39:32
EM732,Cancelled,N1736,BZE,SYD,2024-04-07 02:12:03,2024-04-07 14:12:03
FL092,En Route,N9049,SYD,SKA,2024-04-07 13:27:00,2024-04-07 18:27:00
KV278,En Route,N7828,SYD,BNA,2024-04-11 11:09:43,2024-04-11 16:09:43
NC533,En Route,N4968,SYD,ERI,2024-04-10 22:41:48,2024-04-11 05:41:48
LJ709,Boarding,N2602,CVG,SYD,2024-04-09 15:40:06,2024-04-09 21:40:06
GV310,Cancelled,N9930,DAD,SYD,2024-04-06 12:06:42,2024-04-06 16:06:42
HQ644,Delayed,N7455,DLF,SYD,2024-04-08 14:48:32,2024-04-08 19:48:32
NO404,En Route,N3031,SYD,DNA,2024-04-10 12:15:16,2024-04-10 16:15:16
EU746,En Route,N8917,SYD,TRN,2024-04-11 08:17:05,2024-04-11 20:17:05
SW138,Landed,N5140,CBR,SYD,2024-04-05 01:42:40,2024-04-05 06:42:40
AM873,Landed,N3132,GOT,SYD,2024-04-06 07:15:20,2024-04-06 12:15:20
TX548,En Route,N3273,SYD,RUH,2024-04-04 17:58:14,2024-04-04 22:58:14
PU156,En Route,N0750,SYD,LUN,2024-04-10 18:13:28,2024-04-10 20:13:28
KS729,Delayed,N6150,MCT,SYD,2024-04-07 13:49:59,2024-04-07 15:49:59
ZZ066,Cancelled,N9611,SYD,DMK,2024-04-06 21:43:33,2024-04-07 07:43:33
PX679,En Route,N0344,SYD,HNL,2024-04-07 09:30:25,2024-04-07 18:30:25
FP048,En Route,N9786,SYD,DWC,2024-04-07 10:11:53,2024-04-07 11:11:53
ZO930,Delayed,N8356,SYD,SZX,2024-04-09 02:24:47,2024-04-09 04:24:47
IY868,En Route,N3969,SYD,CWL,2024-04-07 11:16:58,2024-04-07 12:16:58
OJ730,Landed,N2893,TFS,SYD,2024-04-06 01:10:03,2024-04-06 08:10:03
SJ567,En Route,N5770,SYD,HEL,2024-04-04 18:52:59,2024-04-04 22:52:59
MB484,En Route,N0265,SYD,EXT,2024-04-05 21:53:59,2024-04-06 06:53:59
SN938,Boarding,N3195,LEJ,SYD,2024-04-08 02:39:08,2024-04-08 07:39:08
SF937,Boarding,N8806,MCO,SYD,2024-04-06 03:07:03,2024-04-06 04:07:03
AX361,En Route,N0011,SYD,KNO,2024-04-10 13:55:32,2024-04-10 17:55:32
BK659,En Route,N3609,SYD,COK,2024-04-05 20:57:32,2024-04-05 21:57:32
VG724,Landed,N2746,BSR,SYD,2024-04-09 22:29:09,2024-04-10 07:29:09
OQ853,Boarding,N0217,RGN,SYD,2024-04-09 20:54:30,2024-04-10 02:54:30
XV732,Boarding,N2251,CNF,SYD,2024-04-10 23:32:53,2024-04-11 07:32:53
ED415,Landed,N6711,LIN,SYD,2024-04-04 18:18:38,2024-04-04 20:18:38
VD561,Landed,N5125,MSY,SYD,2024-04-07 05:49:57,2024-04-07 06:49:57
ZD936,Delayed,N1728,SYD,LIR,2024-04-08 19:29:26,2024-04-09 04:29:26
VC568,Boarding,N9904,TPE,SYD,2024-04-10 05:37:18,2024-04-10 17:37:18
YX452,En Route,N5685,SYD,ISL,2024-04-07 11:15:01,2024-04-07 17:15:01
EU607,Cancelled,N3642,AVL,SYD,2024-04-08 07:45:11,2024-04-08 17:45:11
RL203,Boarding,N8984,ESB,SYD,2024-04-07 22:21:52,2024-04-08 01:21:52
VP625,En Route,N7347,SYD,YYT,2024-04-05 20:51:46,2024-04-05 23:51:46
OO319,En Route,N9140,SYD,SFO,2024-04-09 11:35:44,2024-04-09 13:35:44
CS715,En Route,N4918,SYD,DLC,2024-04-11 00:07:42,2024-04-11 01:07:42
PP169,Boarding,N2905,YVR,SYD,2024-04-06 06:09:15,2024-04-06 08:09:15
GK031,Landed,N3422,MBA,SYD,2024-04-09 18:58:38,2024-04-09 20:58:38
HZ328,En Route,N6649,SYD,BEG,2024-04-06 04:56:27,2024-04-06 05:56:27
NM083,En Route,N6312,SYD,AKT,2024-04-08 08:10:48,2024-04-08 16:10:48
UL746,En Route,N1149,SYD,TLV,2024-04-06 20:38:13,2024-04-07 00:38:13
GL381,En Route,N2135,SYD,CEB,2024-04-08 20:36:15,2024-04-09 05:36:15
EJ827,Landed,N6292,GZT,SYD,2024-04-07 16:13:33,2024-04-07 18:13:33
HM631,Delayed,N6259,NRT,SYD,2024-04-09 08:30:49,2024-04-09 17:30:49
ZS049,En Route,N6369,SYD,FCO,2024-04-05 02:26:33,2024-04-05 04:26:33
MV440,En Route,N7790,SYD,TLH,2024-04-09 01:11:35,2024-04-09 11:11:35
NW199,Landed,N2320,HTS,SYD,2024-04-11 14:30:29,2024-04-11 16:30:29
QC217,En Route,N2354,SYD,BEL,2024-04-04 18:14:12,2024-04-05 02:14:12
PK320,En Route,N9078,SYD,PDX,2024-04-05 11:50:44,2024-04-05 23:50:44
ZX771,Delayed,N0430,TOL,SYD,2024-04-07 14:35:13,2024-04-08 01:35:13
BQ797,Landed,N8438,SSA,SYD,2024-04-08 05:07:13,2024-04-08 10:07:13
IS957,Landed,N1549,BRE,SYD,2024-04-07 15:04:29,2024-04-07 17:04:29
MC284,Landed,N9910,LLA,SYD,2024-04-06 00:03:38,2024-04-06 06:03:38
FV868,Landed,N9303,BLQ,SYD,2024-04-08 22:37:11,2024-04-09 04:37:11
KD683,En Route,N4461,SYD,STL,2024-04-09 16:14:19,2024-04-09 23:14:19
CG629,Landed,N8926,SAV,SYD,2024-04-05 23:12:08,2024-04-06 11:12:08
UY842,En Route,N9745,SYD,BRU,2024-04-05 05:27:36,2024-04-05 10:27:36
DQ238,Delayed,N6823,CBM,SYD,2024-04-06 11:05:16,2024-04-06 23:05:16
LL494,En Route,N9653,SYD,CJJ,2024-04-05 21:23:55,2024-04-06 02:23:55
RK218,En Route,N5480,SYD,KHH,2024-04-07 05:04:37,2024-04-07 13:04:37
TP564,En Route,N9683,SYD,AKL,2024-04-08 09:27:13,2024-04-08 18:27:13
TA296,En Route,N5111,SYD,JUB,2024-04-11 01:54:50,2024-04-11 04:54:50
WC222,En Route,N2459,SYD,SUB,2024-04-04 21:38:51,2024-04-05 01:38:51
MV608,Delayed,N3983,SYD,SPS,2024-04-10 03:22:38,2024-04-10 09:22:38
WA184,En Route,N7154,SYD,DAC,2024-04-07 01:43:58,2024-04-07 11:43:58
BS837,En Route,N3303,SYD,CIA,2024-04-05 19:24:39,2024-04-06 04:24:39
BS721,Boarding,N8402,MWX,SYD,2024-04-09 04:33:49,2024-04-09 05:33:49
GC111,Landed,N2465,AMA,SYD,2024-04-06 23:56:24,2024-04-07 01:56:24
AS691,En Route,N3346,SYD,EBB,2024-04-10 03:13:13,2024-04-10 11:13:13
VG742,Boarding,N8767,NNG,SYD,2024-04-08 21:51:03,2024-04-09 01:51:03
PE169,Landed,N4873,NCE,SYD,2024-04-09 21:53:29,2024-04-10 03:53:29
IV259,En Route,N1333,SYD,BZZ,2024-04-08 15:23:18,2024-04-08 16:23:18
BK952,En Route,N4390,SYD,HRK,2024-04-06 01:37:36,2024-04-06 06:37:36
XE971,Boarding,N4819,LJU,SYD,2024-04-07 03:35:53,2024-04-07 13:35:53
UQ506,En Route,N3417,SYD,CGH,2024-04-11 11:01:07,2024-04-11 18:01:07
OV258,Boarding,N0789,CPH,SYD,2024-04-09 00:29:39,2024-04-09 11:29:39
CU021,En Route,N5096,SYD,KNH,2024-04-06 13:44:26,2024-04-06 22:44:26
GN972,En Route,N9698,SYD,TFS,2024-04-05 19:50:23,2024-04-06 01:50:23
SS714,En Route,N2722,SYD,ASB,2024-04-06 13:38:33,2024-04-06 16:38:33
UF177,Cancelled,N8495,DHA,SYD,2024-04-10 21:42:14,2024-04-11 08:42:14
EJ120,Boarding,N4725,TLH,SYD,2024-04-10 06:36:03,2024-04-10 18:36:03
JZ378,Landed,N4705,DME,SYD,2024-04-09 12:18:11,2024-04-09 15:18:11
PC916,Boarding,N7048,CCS,SYD,2024-04-09 00:28:20,2024-04-09 07:28:20
FU551,Boarding,N5447,SJU,SYD,2024-04-08 22:31:11,2024-04-08 23:31:11
DV508,En Route,N5383,SYD,SKT,2024-04-04 22:53:43,2024-04-05 09:53:43
AA138,Cancelled,N5453,SYD,MLI,2024-04-06 01:46:04,2024-04-06 02:46:04
QZ148,Boarding,N6016,LIT,SYD,2024-04-06 12:59:22,2024-04-06 19:59:22
IN408,Boarding,N5454,POZ,SYD,2024-04-10 15:34:39,2024-04-10 16:34:39
WK756,Landed,N6063,DAD,SYD,2024-04-08 01:06:06,2024-04-08 02:06:06
KG814,En Route,N0887,SYD,MBS,2024-04-05 23:18:18,2024-04-06 11:18:18
SK514,Cancelled,N2540,SYD,MEL,2024-04-08 23:03:30,2024-04-09 06:03:30
ZU289,Boarding,N5713,TIJ,SYD,2024-04-05 08:01:59,2024-04-05 20:01:59
JV983,Boarding,N8534,KGF,SYD,2024-04-11 13:52:12,2024-04-11 20:52:12
JW892,En Route,N3544,SYD,CAN,2024-04-07 10:05:22,2024-04-07 15:05:22
GM823,Boarding,N9763,SJC,SYD,2024-04-07 11:47:27,2024-04-07 19:47:27
AQ898,Boarding,N2471,SIP,SYD,2024-04-06 09:34:57,2024-04-06 10:34:57
JS661,Landed,N1844,SLC,SYD,2024-04-08 07:05:49,2024-04-08 16:05:49
IN471,Cancelled,N5071,ATQ,SYD,2024-04-05 17:11:46,2024-04-05 21:11:46
ZL351,En Route,N6731,SYD,OUA,2024-04-08 04:00:47,2024-04-08 09:00:47
QI287,Landed,N1760,LFT,SYD,2024-04-05 06:33:01,2024-04-05 11:33:01
VZ357,Cancelled,N3137,SYD,RNO,2024-04-05 19:15:49,2024-04-06 07:15:49
NR091,En Route,N3915,SYD,MGE,2024-04-06 20:28:46,2024-04-07 01:28:46
NC558,En Route,N1394,SYD,RAR,2024-04-07 21:13:52,2024-04-07 23:13:52
AF609,Landed,N3932,ROB,SYD,2024-04-10 20:26:45,2024-04-10 22:26:45
FL491,Delayed,N7955,LJU,SYD,2024-04-11 04:34:54,2024-04-11 10:34:54
RA074,Boarding,N2609,RNO,SYD,2024-04-07 01:14:45,2024-04-07 07:14:45
XV115,En Route,N6773,SYD,VIE,2024-04-11 03:29:01,2024-04-11 14:29:01
XD329,Boarding,N1559,LGG,SYD,2024-04-05 09:43:40,2024-04-05 11:43:40
ZJ594,En Route,N3093,SYD,BRS,2024-04-07 10:05:17,2024-04-07 15:05:17
FH041,Landed,N8302,CPH,SYD,2024-04-05 18:10:49,2024-04-06 06:10:49
PI353,En Route,N8685,SYD,NNG,2024-04-08 14:35:51,2024-04-08 22:35:51
DW747,En Route,N9507,SYD,RST,2024-04-11 15:40:10,2024-04-12 02:40:10
MX441,Landed,N1352,ARN,SYD,2024-04-06 01:33:19,2024-04-06 04:33:19
PW442,Delayed,N7046,CAN,SYD,2024-04-11 06:26:55,2024-04-11 08:26:55
SU590,Boarding,N3364,TPE,SYD,2024-04-05 01:26:03,2024-04-05 09:26:03
SB078,En Route,N2386,SYD,VVI,2024-04-10 20:58:41,2024-04-11 05:58:41
WZ555,En Route,N4728,SYD,YYZ,2024-04-09 09:52:18,2024-04-09 21:52:18
DP683,En Route,N3362,SYD,SPI,2024-04-10 14:24:12,2024-04-10 16:24:12
ME460,En Route,N4130,SYD,KAN,2024-04-06 15:53:13,2024-04-06 21:53:13
RD308,Boarding,N7655,SVX,SYD,2024-04-11 14:29:40,2024-04-12 02:29:40
OP308,En Route,N8923,SYD,NAP,2024-04-11 09:25:18,2024-04-11 21:25:18
DP283,Landed,N5135,LTX,SYD,2024-04-09 18:16:39,2024-04-10 04:16:39
SL279,Landed,N4649,FCO,SYD,2024-04-07 06:03:02,2024-04-07 12:03:02
EU234,En Route,N5486,SYD,PVD,2024-04-10 08:23:59,2024-04-10 20:23:59
NH778,Delayed,N2256,NKC,SYD,2024-04-11 02:08:49,2024-04-11 11:08:49
CK532,Boarding,N2067,BUF,SYD,2024-04-08 21:35:41,2024-04-09 06:35:41
DT239,Landed,N0373,GZT,SYD,2024-04-04 22:45:49,2024-04-05 07:45:49
UM492,Landed,N6967,MKE,SYD,2024-04-08 10:37:27,2024-04-08 20:37:27
EY891,Delayed,N9039,SYD,BDL,2024-04-05 03:20:11,2024-04-05 14:20:11
DN841,Boarding,N0496,BAB,SYD,2024-04-05 07:24:38,2024-04-05 15:24:38
YU841,En Route,N2884,SYD,LGG,2024-04-08 23:45:10,2024-04-09 08:45:10
FK278,En Route,N4919,SYD,OUA,2024-04-06 16:17:08,2024-04-07 00:17:08
GN378,Boarding,N0199,HGH,SYD,2024-04-09 05:51:56,2024-04-09 15:51:56
KF877,En Route,N1060,SYD,BJV,2024-04-08 10:00:49,2024-04-08 21:00:49
WB312,En Route,N6024,SYD,AGS,2024-04-10 17:04:19,2024-04-10 23:04:19
PM238,En Route,N7915,SYD,EXT,2024-04-07 12:54:40,2024-04-08 00:54:40
IP822,Boarding,N5666,MED,SYD,2024-04-06 12:10:02,2024-04-06 16:10:02
GB432,En Route,N1888,SYD,FLN,2024-04-08 21:06:56,2024-04-09 04:06:56
EH568,En Route,N4523,SYD,SYR,2024-04-08 16:04:22,2024-04-08 20:04:22
QI498,En Route,N1281,SYD,SAW,2024-04-08 02:53:49,2024-04-08 06:53:49
BT005,En Route,N7887,SYD,BHX,2024-04-05 21:50:55,2024-04-06 05:50:55
UR429,Boarding,N1119,CCU,SYD,2024-04-06 13:06:53,2024-04-06 16:06:53
GN602,En Route,N5757,SYD,CPT,2024-04-09 17:19:30,2024-04-09 21:19:30
EQ805,Landed,N2023,AGS,SYD,2024-04-09 09:45:18,2024-04-09 21:45:18
VN805,Landed,N6996,MSN,SYD,2024-04-10 05:18:02,2024-04-10 16:18:02
IN240,En Route,N9554,SYD,DSS,2024-04-05 04:12:44,2024-04-05 15:12:44
HR469,Landed,N7250,PIT,SYD,2024-04-09 14:51:51,2024-04-10 02:51:51
XI088,En Route,N2727,SYD,ROV,2024-04-05 03:22:15,2024-04-05 13:22:15
GS825,Landed,N0775,LUX,SYD,2024-04-09 11:14:56,2024-04-09 18:14:56
OT985,Cancelled,N5234,KBP,SYD,2024-04-07 14:25:45,2024-04-07 19:25:45
CV879,Delayed,N2431,SYD,CTS,2024-04-07 09:31:49,2024-04-07 10:31:49
GC510,Cancelled,N4944,CSX,SYD,2024-04-04 19:26:15,2024-04-05 04:26:15
FE040,Landed,N0993,AMM,SYD,2024-04-08 11:22:26,2024-04-08 12:22:26
UV650,En Route,N1358,SYD,COK,2024-04-11 13:11:02,2024-04-11 14:11:02
KC680,En Route,N8066,SYD,LTX,2024-04-05 11:57:55,2024-04-05 12:57:55
NB091,Landed,N8048,ADW,SYD,2024-04-07 23:46:53,2024-04-08 11:46:53
MY971,Landed,N9722,ISB,SYD,2024-04-08 16:30:13,2024-04-08 17:30:13
KL215,Cancelled,N9877,SYD,KWE,2024-04-11 03:40:11,2024-04-11 08:40:11
HT963,Boarding,N4232,FFD,SYD,2024-04-09 10:28:44,2024-04-09 14:28:44
JQ168,En Route,N4623,SYD,YYJ,2024-04-10 06:14:42,2024-04-10 09:14:42
ZM125,En Route,N7197,SYD,TNA,2024-04-10 19:13:58,2024-04-10 21:13:58
JD331,Landed,N0365,PVG,SYD,2024-04-09 13:50:34,2024-04-09 15:50:34
MK568,Landed,N3472,LIM,SYD,2024-04-08 08:23:07,2024-04-08 15:23:07
LY025,Landed,N0763,TRD,SYD,2024-04-10 02:33:56,2024-04-10 13:33:56
PN255,Landed,N1761,HMN,SYD,2024-04-05 09:24:46,2024-04-05 13:24:46
SZ240,Boarding,N7062,AGP,SYD,2024-04-06 08:19:43,2024-04-06 14:19:43
CD811,Cancelled,N0452,SYD,SFB,2024-04-07 13:46:17,2024-04-07 23:46:17
KC987,Boarding,N6253,BAB,SYD,2024-04-06 17:14:51,2024-04-06 21:14:51
TA688,Delayed,N3318,SYD,LED,2024-04-04 23:34:12,2024-04-05 10:34:12
FY801,Cancelled,N7157,SYD,OSL,2024-04-06 16:12:01,2024-04-07 04:12:01
DY411,Landed,N0331,GPT,SYD,2024-04-08 02:25:58,2024-04-08 12:25:58
AI342,Landed,N9578,CMB,SYD,2024-04-09 18:15:10,2024-04-09 20:15:10
VK301,En Route,N6094,SYD,BAD,2024-04-10 19:16:40,2024-04-11 03:16:40
QR469,En Route,N1670,SYD,KRK,2024-04-06 21:35:25,2024-04-07 07:35:25
DN506,En Route,N3218,SYD,PHL,2024-04-06 09:14:58,2024-04-06 12:14:58
OH790,Landed,N4699,ANC,SYD,2024-04-08 01:52:13,2024-04-08 05:52:13
HT359,Boarding,N7005,HSV,SYD,2024-04-06 09:11:36,2024-04-06 17:11:36
MD562,En Route,N8587,SYD,TPE,2024-04-08 09:46:20,2024-04-08 14:46:20
UV354,Delayed,N9487,SYD,BOI,2024-04-06 13:43:46,2024-04-06 18:43:46
AT920,En Route,N3819,SYD,SGN,2024-04-07 06:51:25,2024-04-07 07:51:25
JL849,Boarding,N4137,KRT,SYD,2024-04-11 09:53:40,2024-04-11 19:53:40
GJ809,Landed,N6117,NAP,SYD,2024-04-10 22:01:15,2024-04-11 09:01:15
FU112,En Route,N4367,SYD,CCS,2024-04-10 00:17:19,2024-04-10 01:17:19
QE242,Landed,N1428,BIL,SYD,2024-04-07 08:21:13,2024-04-07 10:21:13
GO894,En Route,N9025,SYD,CSX,2024-04-10 03:44:55,2024-04-10 12:44:55
EW324,Delayed,N9501,SYD,FWA,2024-04-10 22:33:33,2024-04-11 06:33:33
OG985,Landed,N6210,FSZ,SYD,2024-04-04 22:52:36,2024-04-05 10:52:36
HC190,Landed,N4824,FMO,SYD,2024-04-07 18:48:00,2024-04-08 04:48:00
VR753,En Route,N5542,SYD,SYZ,2024-04-08 20:59:54,2024-04-08 21:59:54
JC769,Delayed,N7710,BOD,SYD,2024-04-11 01:55:07,2024-04-11 09:55:07
VI963,En Route,N6248,SYD,CUZ,2024-04-09 22:52:21,2024-04-10 05:52:21
KQ353,En Route,N1545,SYD,KWL,2024-04-06 12:55:40,2024-04-06 20:55:40
NR516,En Route,N0346,SYD,DSS,2024-04-10 08:09:59,2024-04-10 19:09:59
